team_id,account_id,country_code,fantasy_role,full_history_time,is_pro,last_login,last_match_time,loccountrycode,is_locked,locked_until,name,team_name,team_last_match_time,losses,rating,wins,team_games_played,team_wins,is_current_team_member,mmr_estimate
0,211884113,cn,2,,True,,2019-02-25T05:44:49.000Z,PH,False,,哈,666,,,,,,,,6348
1857163,213146834,cn,2,,True,,2019-07-13T11:10:37.000Z,CN,True,,灼连胜,瓜皮王国里精挑细选出的五个瓜皮小战士,,,,,,,,5701
5254237,214150763,vn,2,2017-02-23T07:34:33.713Z,True,2018-04-02T12:39:15.537Z,2019-07-19T16:03:12.000Z,VN,True,,10Gu!.小十,MEGA AORUS,,,,,,,,5952
6406681,214735983,uz,2,2018-08-23T04:29:40.819Z,True,2019-07-16T00:05:14.378Z,2019-07-20T15:23:20.000Z,,True,,jAMES,Imperial Pro Gaming,,,,,,,,5993
2634810,216067541,,4,2019-06-18T22:37:52.891Z,True,,2019-07-20T16:30:14.000Z,CN,True,,maomao,KG.Luminous,,,,,,,,6476
0,217386639,cn,3,,True,,2019-07-20T16:22:54.000Z,CN,False,,LongGGG_,Popping,,,,,,,,6186
4730935,217906387,cn,1,2016-11-27T03:47:09.811Z,True,,2019-07-06T00:21:04.000Z,BO,False,,-SaGa ReTurNVC,Tyloo,,,,,,,,5046
6516915,218500899,cn,2,,True,,2019-07-19T15:31:00.000Z,,True,,02,Newbee.Buff,,,,,,,,5906
7218692,219225327,cz,4,2018-01-22T11:39:21.317Z,True,2018-10-15T13:32:03.341Z,2019-07-20T15:57:48.000Z,CZ,True,,Ade,redLine,,,,,,,,6375
3346336,219239958,,0,,True,,2019-07-20T03:04:39.000Z,,False,,Mystery.,LYG.Gaming,,,,,,,,5109
6214538,221666230,us,4,2019-06-26T16:53:16.003Z,True,,2019-07-15T01:30:53.000Z,AO,True,,CCnC,Forward Gaming,1563154253.0,84.0,1323.83,105.0,92.0,57.0,True,7659
7077707,221743617,,0,2018-09-10T18:10:35.935Z,True,,2019-07-20T15:26:05.000Z,,True,,HMX,Aster.Aquarius,,,,,,,,6682
3756899,222189151,cn,2,,True,,2019-07-19T13:48:03.000Z,CN,False,,x.x,ZuoBaoGao,,,,,,,,5854
6953335,224623791,,1,2018-06-15T04:08:26.430Z,True,2018-06-15T01:54:57.982Z,2019-07-12T01:54:41.000Z,,True,,MindGate7,Vega Academy,,,,,,,,5807
5133522,225901083,,0,,True,,2018-12-31T23:03:33.000Z,PE,False,,hc retards,,,,,,,,,4474
5231224,226340817,id,1,2018-06-12T17:09:02.468Z,True,,2019-02-06T08:16:37.000Z,ID,True,,R7,Rex Regum Qeon,1548488437.0,25.0,1122.61,33.0,86.0,51.0,True,6259
5242529,228916210,eg,1,2019-01-24T11:41:27.865Z,True,,2019-07-03T19:31:26.000Z,,True,,Theveryfamousar3a1234,Unchained Esports,1555681006.0,38.0,1107.72,57.0,82.0,52.0,True,6841
2539259,230288315,us,1,2019-05-14T18:13:06.580Z,True,,2019-06-06T06:32:00.000Z,US,False,,jiyuu,vZ,,,,,,,,5790
46,230328929,ru,4,2018-11-02T13:16:19.481Z,True,2018-11-02T21:29:17.391Z,2019-07-09T19:17:02.000Z,RU,True,,kodos-,Team Empire,1562699822.0,795.0,1049.7,1095.0,118.0,57.0,True,7419
5216146,230617400,,4,,True,,2019-07-20T13:45:04.000Z,CN,True,,yChen,Team Ever,1561706068.0,51.0,1035.94,39.0,116.0,57.0,True,6617
6615306,231622898,cn,1,2018-05-05T22:50:21.610Z,True,,2019-07-20T15:49:10.000Z,CN,False,,?,😊,,,,,,,,6304
0,232033806,br,1,2019-03-07T16:41:07.975Z,True,2017-02-27T17:55:10.054Z,2018-08-01T16:22:30.000Z,BR,False,,deltaamanxd,,,,,,,,,5054
67,234237646,br,2,2018-05-23T22:16:36.333Z,True,2018-01-03T04:46:35.063Z,2019-07-10T23:12:13.000Z,BR,True,,444,paiN Gaming,1562800333.0,233.0,1203.41,232.0,36.0,18.0,True,6899
36,234699894,kg,1,2019-07-03T14:09:04.071Z,True,,2019-07-10T17:17:37.000Z,,True,,Blizzy,Natus Vincere,1562779057.0,710.0,1299.87,890.0,194.0,108.0,True,7485
6953151,236858633,,2,2017-04-26T18:22:54.993Z,True,,2019-07-20T09:15:21.000Z,KR,True,,FLee,ggngg,1555196578.0,13.0,1077.55,14.0,4.0,0.0,True,6403
3265632,237201026,id,4,2019-07-07T11:33:07.967Z,True,,2019-07-20T14:33:42.000Z,,True,,Azur4,PG.Barracx,1563624948.0,51.0,1089.68,68.0,118.0,70.0,True,6111
6928546,237238721,,4,,True,,2019-07-20T15:56:30.000Z,UA,True,,Pikachu,Uvajenie.Hope,,,,,,,,6652
3785359,237325411,id,2,2016-03-15T17:26:31.521Z,True,2017-03-23T02:52:55.500Z,2019-07-18T12:37:01.000Z,ID,True,,Khezcute,BOOM ID,1562569958.0,99.0,1102.34,126.0,257.0,143.0,True,6067
7119039,237472045,,1,,True,,2019-07-06T23:14:30.000Z,CN,True,,Midoli,Young Drug Gaming,,,,,,,,6705
7034741,237610210,,4,2019-04-03T14:00:57.411Z,True,,2019-07-05T15:02:08.000Z,,True,,Andrej Porjazovski,Wind and Rain,,,,,,,,6741
7247584,238239590,,4,2018-09-20T08:02:14.339Z,True,2018-06-02T11:25:53.150Z,2019-07-20T02:39:26.000Z,,True,,Bryle,Kookaburra,,,,,,,,6692
6349771,238595735,my,1,2019-03-03T23:39:59.238Z,True,2017-12-01T18:30:28.357Z,2019-05-26T05:04:54.000Z,US,False,,Ginger,cipher gaming,1549971825.0,21.0,1044.92,22.0,43.0,22.0,True,6100
5036403,239869231,,0,2018-11-23T02:38:33.428Z,True,,2019-07-19T15:44:36.000Z,CN,True,,小丑猪,MCleizi,,,,,,,,3392
6185655,240727522,,2,,True,,2019-07-20T14:52:00.000Z,CN,True,,Hy,IamPoint Club,1555063641.0,46.0,1044.12,59.0,107.0,64.0,True,6315
46,241519559,kg,1,2019-05-13T14:21:55.582Z,True,2018-11-02T21:28:35.751Z,2019-07-09T19:17:02.000Z,CA,True,,dream`,Team Empire,1562699822.0,795.0,1049.7,1095.0,120.0,56.0,True,7423
7119077,242697694,,0,2019-01-22T04:18:42.279Z,True,,2019-07-11T01:54:10.000Z,US,True,,kingteka,EGOBOYS,1562785328.0,25.0,1045.07,21.0,24.0,10.0,True,6792
5155149,242837510,cn,1,,True,,2019-07-20T16:43:26.000Z,CN,False,,Stars are here,lostcanary,,,,,,,,6359
5992560,242885483,pe,1,,True,,2019-07-19T03:05:52.000Z,PE,True,,pamplona,Infamous Young,,,,,,,,5924
0,242945773,ru,1,,True,,2019-07-03T14:06:23.000Z,,True,,rvwc,,,,,,,,,4143
6711290,245373129,,1,2019-05-10T14:48:00.477Z,True,2016-09-22T16:37:23.635Z,2019-07-12T15:58:13.000Z,CN,True,,Xcalibur,Team Singularity,1562947093.0,45.0,1062.43,44.0,90.0,44.0,True,7422
7077707,248941611,,4,2018-03-05T11:31:13.734Z,True,,2019-07-20T09:01:14.000Z,,True,,lover,Aster.Aquarius,,,,,,,,5876
1951061,249092564,,2,2017-09-28T22:28:17.108Z,True,,2019-07-20T12:08:22.000Z,,True,,Leyuan,Newbee.Young,1555659408.0,277.0,1178.07,318.0,90.0,47.0,True,6212
7251279,249651648,,1,2018-02-02T08:23:51.645Z,True,,2019-07-18T04:01:25.000Z,JP,True,,Madara^,IM SO FUCKING BAD,,,,,,,,6285
6953913,250114507,,4,2019-07-19T20:55:49.381Z,True,,2019-07-20T15:56:30.000Z,UA,True,,Iceberg,FlyToMoon,,,,,,,,6458
5896013,250733860,id,1,2018-03-16T03:16:52.785Z,True,,2019-07-20T14:22:00.000Z,ID,True,,KelThuzard,The Prime,1553341849.0,22.0,1038.35,21.0,40.0,21.0,True,5949
2014486,252930452,,0,,True,2018-03-02T06:46:55.046Z,2019-07-15T07:43:06.000Z,US,False,,Cg,BaiduKing BBQ,,,,,,,,5806
7099096,253962772,cn,1,2018-10-03T07:34:42.092Z,True,,2019-07-05T11:54:36.000Z,,True,,Guvara,Typhoon,1563527003.0,24.0,1149.25,29.0,47.0,25.0,True,6511
6902328,254025588,,1,2017-08-25T02:04:49.904Z,True,,2019-02-07T23:17:30.000Z,,True,,muriel,,,,,,,,,6556
6465093,254710104,,1,2019-07-09T08:24:14.331Z,True,,2019-07-19T18:56:26.000Z,,True,,Ms,ForTheDream,1561280615.0,50.0,1149.04,59.0,35.0,21.0,True,6425
2626685,255219872,cn,4,2018-08-08T13:09:22.250Z,True,,2019-07-02T09:45:45.000Z,,True,,一,KEEN GAMING,1559228882.0,277.0,1214.21,320.0,419.0,231.0,True,7576
6187093,256269737,,2,2017-03-10T06:50:40.763Z,True,,2019-07-01T15:22:19.000Z,PH,True,,Julz,Somakun,,,,,,,,6116
0,259363208,,0,,True,,2019-07-20T13:59:23.000Z,CN,False,,Masquerade,,,,,,,,,3433
6306453,260408033,,1,2019-04-07T07:56:37.226Z,True,,2019-07-15T11:58:53.000Z,JP,True,,Mercury,WarriorsGaming.Unity,1554546750.0,39.0,1152.58,38.0,46.0,24.0,True,6116
5970391,262367336,,1,,True,2017-08-21T10:15:13.313Z,2019-07-17T13:08:01.000Z,CN,True,,Shining,Eclipse,,,,,,,,6471
0,266548260,pe,1,,True,2018-06-14T13:59:21.394Z,2019-05-31T01:32:09.000Z,PE,False,,RSG.Escanor,,,,,,,,,4394
6207053,270924860,ph,2,2019-04-28T03:14:32.238Z,True,2019-05-21T15:48:10.287Z,2019-07-20T14:17:26.000Z,PH,True,,john,NCGC,,,,,,,,5924
3845706,275639180,fr,2,2018-02-03T21:19:16.122Z,True,2019-02-02T00:53:26.600Z,2019-07-20T03:04:39.000Z,FR,True,,siLou,Fickle Minds,,,,,,,,5213
1520578,277742444,,1,2018-10-29T17:30:52.097Z,True,,2019-07-20T16:06:40.000Z,,True,,Eve,CDEC ,1563104171.0,417.0,1321.72,474.0,90.0,53.0,True,7045
6901766,278006984,,2,,True,,2019-07-05T09:53:45.000Z,CN,True,,XuAn,Future.club,,,,,,,,6814
6849739,278599060,bo,1,,True,,2019-07-06T01:08:52.000Z,BO,True,,Michael-,Ωmega Gaming,,,,,,,,5721
0,283774700,,0,2019-01-21T01:15:25.463Z,True,,2019-05-06T21:41:22.000Z,CA,False,,Shadow_,,,,,,,,,5618
6662123,284821688,,0,,True,,2019-01-27T21:32:36.000Z,,True,,NingaProBro,Dub Gods,,,,,,,,4146
2668926,285017844,cn,2,,True,,2017-11-02T06:56:20.000Z,CN,False,,Re`meet,Recall,,,,,,,,5311
6980350,287348378,ba,1,2016-04-25T11:34:47.488Z,True,2019-02-28T04:37:36.467Z,2019-07-20T08:03:38.000Z,AF,True,,Kong,sub2kong,,,,,,,,5090
6520439,287481472,,2,2019-05-22T21:08:12.037Z,True,,2019-07-03T21:59:56.000Z,PE,True,,Sonic,Anime11.Esports,,,,,,,,6645
5050448,287858366,cn,1,,True,,2019-03-23T07:21:25.000Z,,False,,•,,,,,,,,,6956
4287507,288856114,id,2,2018-12-18T23:29:03.427Z,True,,2019-04-04T16:52:50.000Z,SE,False,,Icysnow,lft,,,,,,,,5546
5895642,292276988,co,0,,True,,2019-06-22T20:24:36.000Z,,False,,sadsdas,.,,,,,,,,5481
6207053,292677016,,4,,True,,2019-07-20T01:54:17.000Z,PH,True,,Piolz,NCGC,,,,,,,,5917
2672298,292921272,bo,2,2019-06-27T19:40:37.217Z,True,,2019-07-20T07:39:24.000Z,BO,True,,Wisper,Infamous Gaming,1562800333.0,209.0,1277.81,262.0,53.0,31.0,True,5459
3325252,293529846,,0,,True,,2019-07-20T15:04:48.000Z,,False,,dw,Team Max,,,,,,,,6235
0,294933582,,0,,True,,2018-03-30T09:18:58.000Z,,False,,天,,,,,,,,,6151
6209143,295697470,ru,2,2019-04-16T16:56:19.798Z,True,2018-04-05T18:10:46.071Z,2019-07-18T15:40:38.000Z,RU,True,,Immersion,Gambit Esports,1562602120.0,100.0,1319.44,136.0,188.0,110.0,True,6593
5014799,296226696,by,1,2018-05-09T22:09:48.310Z,True,2017-12-27T16:39:20.097Z,2019-07-08T16:27:01.000Z,BY,True,,TheChosenOne,Nemiga Gaming,1562603221.0,55.0,1086.76,53.0,109.0,53.0,True,6736
2537636,298683250,rs,4,2018-05-10T15:47:00.100Z,True,,2019-04-13T17:14:10.000Z,,True,,BoraNija,Elements Pro Gaming,1551377787.0,150.0,1083.8,120.0,89.0,38.0,True,7106
5269321,298726580,ua,2,2019-06-20T17:52:54.692Z,True,2019-03-14T10:45:57.795Z,2019-06-22T09:18:49.000Z,,False,,MaTa,.,,,,,,,,6163
0,298882097,,1,,True,,2018-06-02T02:04:53.000Z,,False,,ryoku.dya♥,,,,,,,,,6492
0,299213834,,1,2018-11-24T16:44:55.381Z,True,2017-10-07T03:22:31.529Z,2019-07-05T13:26:25.000Z,KG,False,,PuberrrR^pos5,,,,,,,,,6967
3785359,301750126,id,4,2019-06-22T10:29:16.242Z,True,2018-06-07T01:34:03.552Z,2019-07-16T13:02:54.000Z,ID,True,,_Mikoto_,BOOM ID,1562569958.0,99.0,1102.34,126.0,135.0,77.0,True,7345
6214208,303099423,kz,2,2018-06-01T00:40:39.104Z,True,2018-02-06T13:11:41.775Z,2019-07-19T01:06:08.000Z,CN,True,,lil tomat,CyberDogs,,,,,,,,6154
6187657,303568400,ph,2,2018-02-20T22:06:50.608Z,True,2017-12-03T09:40:18.724Z,2019-07-19T14:40:13.000Z,PH,True,,`JL,Neon Esports,1563626873.0,86.0,1115.8,143.0,29.0,14.0,True,6175
5063845,308570784,ph,1,,True,,2019-07-05T10:04:20.000Z,PH,True,,H.God,TaskUs TITANS,,,,,,,,6125
